ano,estado,municipio,produto,area_plantada_ha,producao_toneladas
2015,SC,Moreira,Soja,592.93,1087.49
2021,PR,Alves de Ribeiro,Cana-de-açúcar,414.69,3030.08
2003,GO,Cardoso,Cana-de-açúcar,230.09,768.83
2007,SP,Cardoso,Café,,
2000,SP,Novaes,Algodão,346.32,3798.22
2003,BA,Correia,Cana-de-açúcar,418.9,3764.81
2006,SP,Araújo de Rezende,Milho,538.61,2328.83
2000,SC,Silveira de Minas,Feijão,37.08,
2023,MT,Cardoso,Feijão,856.39,3352.93
2017,MS,Melo,Trigo,849.8,4384.95
2003,SP,Freitas,Trigo,275.33,528.11
2019,RS,Moraes Verde,Café,859.85,2668.94
2013,RS,da Costa,Milho,75.7,3235.2
2007,SP,Barbosa Grande,Trigo,537.18,4757.65
2017,BA,Melo,Feijão,138.74,4952.04
2006,GO,Caldeira,Feijão,617.23,1827.92
2002,MG,Peixoto,Arroz,405.37,4060.08
2020,PR,Correia,Feijão,,4992.13
2013,SP,Silva,Arroz,141.96,2885.68
2011,MG,Pires da Mata,Milho,101.86,4506.32
2014,MT,Almeida,Milho,,2284.5
2007,MT,Alves de Ribeiro,Arroz,957.7,4038.06
2004,PR,Aragão das Flores,Arroz,444.34,1131.32
2016,BA,Freitas da Praia,Feijão,448.79,4075.02
2009,PR,Fogaça,Milho,115.82,753.16
2010,MT,Correia,Milho,42.63,3490.94
2022,BA,Caldeira,Milho,639.71,275.12
2015,MS,Silveira de Minas,Soja,,921.68
2015,GO,Fernandes,Trigo,209.79,4174.02
2003,GO,da Mata do Oeste,Cana-de-açúcar,231.65,4836.65
2022,GO,Oliveira Paulista,Trigo,82.82,3418.5
2004,PR,Peixoto,Feijão,884.02,1993.69
2009,PA,das Neves,Arroz,377.53,2016.92
2013,GO,Moraes Verde,Milho,859.44,3185.75
2008,MS,Correia,Cana-de-açúcar,793.25,2037.94
2017,PR,da Costa da Prata,Café,872.32,3558.41
2019,MS,Caldeira,Algodão,644.65,608.79
2005,MG,Almeida do Galho,Trigo,301.67,3312.55
2010,RS,Teixeira,Feijão,105.88,4020.46
2020,MG,da Mata do Oeste,Café,933.78,3815.38
2016,RS,Almeida do Galho,Algodão,632.92,2364.95
2008,SC,Correia,Arroz,523.19,418.62
2002,SC,Melo,Feijão,204.38,835.96
2015,SC,Viana do Amparo,Trigo,347.94,1877.08
2019,MG,Aragão das Flores,Milho,238.47,807.21
2003,PR,Correia,Algodão,880.01,846.5
2023,BA,Pires da Mata,Café,808.03,3321.21
2021,SC,Azevedo,Cana-de-açúcar,678.24,1181.6
2014,PR,Aragão das Pedras,Milho,114.39,2224.3
2001,MG,Correia,Feijão,724.65,182.34
2019,SC,Fernandes,Milho,805.87,2548.66
2016,SP,Peixoto,Café,54.41,2910.6
2018,PR,Cardoso de Minas,Cana-de-açúcar,983.36,3252.75
2019,PR,Almeida,Arroz,467.62,1535.78
2015,MT,da Costa da Prata,Cana-de-açúcar,299.25,
2023,SP,da Mata da Mata,Cana-de-açúcar,,1176.9
2018,SP,Melo,Algodão,543.99,4202.31
2020,SC,Azevedo do Amparo,Trigo,,1104.71
2016,RS,da Mata da Mata,Algodão,439.73,3670.28
2003,SC,Caldeira,Arroz,576.48,241.72
2017,SP,Aragão das Pedras,Café,611.04,4317.63
2003,PR,Gonçalves,Feijão,,3243.88
2020,MS,Pires da Mata,Soja,329.1,3741.73
2002,GO,Caldeira,Cana-de-açúcar,122.81,1316.26
2021,MS,Moraes Verde,Soja,328.95,3514.55
2017,MG,Freitas,Café,623.7,3112.78
2020,PA,Teixeira,Soja,925.99,3181.36
2019,GO,Moreira,Café,380.3,4977.02
2004,PR,Freitas,Feijão,374.62,3876.42
2008,PR,Rocha,Feijão,110.0,4074.86
2021,MG,da Conceição,Feijão,127.44,1335.52
2022,MT,Aragão das Pedras,Trigo,930.67,2986.72
2023,GO,Melo,Milho,876.4,3794.37
2014,SP,Correia,Trigo,488.3,4790.85
2008,MT,Aragão das Pedras,Cana-de-açúcar,,198.15
2013,PR,das Neves,Trigo,,4568.51
2020,PA,Oliveira Paulista,Arroz,,1879.58
2023,RS,Barbosa Grande,Feijão,576.29,123.09
2001,SC,da Paz,Algodão,838.68,2557.54
2017,SC,Melo,Trigo,107.21,2944.12
2012,PR,Silva,Café,287.66,1105.92
2020,BA,Teixeira,Arroz,424.23,4133.43
2015,SC,Pires da Mata,Soja,797.37,1670.91
2005,SP,Rocha,Soja,127.74,4003.34
2015,GO,Nunes,Cana-de-açúcar,65.42,2070.46
2003,MS,Viana do Amparo,Soja,514.66,
2023,SP,Souza,Trigo,641.19,2250.32
2009,PA,Alves de Ribeiro,Café,575.2,63.95
2018,SP,Correia,Arroz,253.52,894.96
2010,SP,da Costa da Prata,Trigo,,2225.64
2004,GO,Caldeira,Feijão,571.69,1186.83
2017,BA,Pires da Mata,Soja,912.91,3694.81
2002,PR,Monteiro dos Dourados,Trigo,899.58,1176.67
2007,MT,Rocha,Milho,888.03,4985.38
2010,SP,Freitas,Cana-de-açúcar,55.54,156.56
2020,BA,Araújo de Rezende,Café,360.5,1656.97
2018,MG,da Paz,Arroz,283.48,4354.39
2020,SC,Moreira,Feijão,184.59,3052.64
2002,MT,Aragão das Flores,Trigo,757.03,3940.7
2011,MG,Gomes das Flores,Cana-de-açúcar,92.03,3547.57
2014,SP,Vieira,Feijão,381.77,1877.48
2022,MG,Melo,Trigo,371.93,3963.6
2023,PR,da Luz,Milho,,3432.08
2015,MS,da Costa,Soja,727.97,2641.55
2004,PR,Cardoso de Minas,Algodão,563.56,2623.75
2018,GO,Monteiro dos Dourados,Soja,555.9,2946.93
2005,SC,Oliveira Paulista,Milho,939.91,259.21
2011,MS,Pires da Mata,Soja,434.34,4852.94
2018,SC,Aragão das Pedras,Trigo,684.58,4822.91
2008,BA,Barbosa Grande,Soja,551.9,2381.89
2017,BA,Correia,Café,399.6,2163.09
2002,MG,Araújo de Rezende,Trigo,913.05,740.79
2022,RS,Barbosa Grande,Feijão,638.93,2599.86
2013,SP,Caldeira,Café,484.98,2948.14
2023,GO,das Neves,Trigo,378.12,706.07
2020,PR,Correia,Algodão,83.96,157.89
2004,MS,Fernandes,Cana-de-açúcar,734.21,3427.4
2004,RS,Fernandes,Algodão,80.44,4628.22
2003,GO,Teixeira,Feijão,145.85,2326.05
2021,SC,Freitas,Milho,877.33,3906.19
2015,SP,Monteiro dos Dourados,Cana-de-açúcar,149.01,1080.37
2012,MG,Rocha,Milho,503.65,2242.75
2007,PA,Cardoso de Minas,Soja,415.24,2721.5
2023,PA,Silva,Soja,605.34,1411.12
2020,SC,Moraes Verde,Trigo,163.48,128.25
2015,RS,da Costa da Prata,Cana-de-açúcar,845.07,4712.02
2001,GO,Moreira,Cana-de-açúcar,30.0,2772.56
2007,MS,Caldeira,Feijão,,3601.12
2002,PR,Moreira,Cana-de-açúcar,603.9,4303.28
2022,MS,Aragão das Pedras,Arroz,49.04,3530.0
2008,BA,Vieira,Algodão,647.71,779.14
2010,MG,Araújo de Rezende,Feijão,70.92,4848.14
2020,PA,Melo de Carvalho,Café,519.55,
2023,GO,da Costa,Trigo,371.18,477.72
2019,RS,da Conceição,Algodão,267.61,3456.53
2000,SP,Rocha,Trigo,156.75,689.88
2000,MG,das Neves,Milho,647.81,2691.77
2021,MS,da Mata do Oeste,Trigo,321.9,2281.82
2007,PR,da Costa,Trigo,227.04,2054.67
2015,PR,da Conceição,Algodão,697.58,145.94
2009,RS,Cardoso,Algodão,,2200.35
2001,MG,Araújo de Rezende,Soja,968.42,685.9
2015,PR,Pires da Mata,Milho,690.76,4203.42
2003,PA,da Mata do Oeste,Trigo,727.37,1991.21
2018,MG,Novaes,Feijão,898.05,4294.97
2008,MT,Caldeira,Soja,470.81,4269.59
2002,BA,da Luz,Trigo,998.55,3906.15
2010,SP,da Luz,Milho,299.42,3616.44
2007,SP,Cardoso de Minas,Café,479.5,3755.85
2006,GO,Aragão das Pedras,Café,939.63,565.33
2000,RS,Correia,Café,843.77,3005.29
2007,SP,Vieira,Arroz,236.58,2100.47
2023,MG,Monteiro dos Dourados,Soja,793.83,
2016,SP,da Luz,Algodão,506.99,1264.07
2010,SP,Gonçalves,Cana-de-açúcar,946.88,4099.75
2006,SC,Teixeira,Cana-de-açúcar,744.27,1097.91
2008,PR,da Luz,Café,407.82,1829.26
2013,SC,Souza,Milho,716.15,2820.84
2004,BA,Freitas,Café,844.81,2782.09
2017,MT,Alves de Ribeiro,Milho,941.79,2115.83
2023,BA,da Costa da Prata,Algodão,958.23,4213.92
2022,MS,Almeida do Galho,Algodão,576.25,2840.54
2012,SC,da Costa da Prata,Cana-de-açúcar,939.68,3415.53
2004,BA,Teixeira,Feijão,658.54,3491.04
2007,PR,Araújo de Rezende,Arroz,214.01,2741.31
2014,PR,Gonçalves,Milho,636.04,3165.88
2021,SC,Cardoso de Minas,Cana-de-açúcar,340.25,548.93
2003,PA,Aragão das Pedras,Trigo,883.85,1156.68
2000,MG,Fogaça,Milho,387.66,4641.77
2005,SP,Silveira de Minas,Trigo,231.41,3280.21
2023,PR,da Costa,Algodão,998.93,2383.96
2018,GO,da Paz,Arroz,,1139.07
2011,SP,da Luz,Arroz,254.76,2405.39
2006,SP,Peixoto,Cana-de-açúcar,804.63,1923.68
2012,PR,Monteiro dos Dourados,Feijão,798.61,2370.99
2006,PR,Oliveira Paulista,Feijão,96.7,3286.42
2008,MS,da Paz,Arroz,425.8,1852.97
2000,MS,da Paz,Milho,991.36,2994.21
2020,SC,Moreira,Soja,298.1,3917.99
2023,MG,Fernandes,Soja,903.88,2043.11
2012,MT,Oliveira Paulista,Arroz,632.98,4398.44
2018,BA,Oliveira Paulista,Feijão,587.07,1966.23
2020,SC,Novaes,Café,754.24,1678.99
2000,MG,Aragão das Flores,Algodão,471.3,3610.21
2019,BA,da Paz,Milho,775.31,1125.92
2020,PA,Moreira,Algodão,470.27,2700.66
2018,SC,Rocha,Algodão,274.95,3776.27
2017,RS,Silva,Soja,577.57,855.27
2022,GO,Dias,Algodão,491.46,2225.85
2004,PR,da Costa da Prata,Café,55.84,3317.81
2002,PA,Moreira,Milho,226.41,1222.19
2001,SP,Almeida do Galho,Soja,382.13,509.08
2021,MG,da Costa,Feijão,892.04,127.23
2009,SP,Silva,Café,185.22,566.44
2005,GO,Azevedo do Amparo,Trigo,204.7,3594.85
2018,MS,Teixeira,Arroz,232.01,1798.53
2016,MG,Monteiro dos Dourados,Cana-de-açúcar,98.38,905.68
2018,MG,da Costa da Prata,Arroz,815.72,876.01
2012,MG,Peixoto,Soja,267.25,
2016,SP,Silva,Feijão,378.03,4602.64
2022,MT,da Costa da Prata,Feijão,680.71,4064.49
2017,SP,da Rocha,Milho,828.2,361.07
2010,PR,Almeida do Galho,Algodão,719.96,2348.86
2019,PA,Almeida,Cana-de-açúcar,125.28,2550.37
2019,SP,Silveira de Minas,Trigo,211.8,2480.3
2012,BA,Silva,Trigo,111.52,3948.23
2023,BA,Silva,Milho,292.15,2204.76
2010,MT,Souza,Trigo,346.44,1971.06
2019,SP,da Costa da Prata,Cana-de-açúcar,222.88,1642.13
2018,MG,Cardoso,Arroz,994.86,3549.7
2009,MG,Peixoto,Feijão,441.96,3667.63
2002,SC,Pires da Mata,Trigo,524.84,403.69
2020,SC,Aragão das Flores,Arroz,502.64,2841.44
2005,SP,Melo de Carvalho,Trigo,52.67,4117.87
2006,BA,Correia,Feijão,703.8,1239.61
2020,SP,Barbosa Grande,Milho,678.3,1148.36
2022,GO,Nunes,Café,999.44,4310.64
2019,RS,da Costa da Prata,Café,256.11,3557.19
2004,SP,Nunes,Arroz,58.25,1690.33
2021,BA,Fogaça,Soja,101.82,4169.9
2008,PA,Barbosa Grande,Cana-de-açúcar,385.98,666.39
2021,MG,Oliveira Paulista,Feijão,,1026.64
2009,SC,Azevedo do Amparo,Feijão,669.31,312.16
2013,PA,Aragão das Flores,Arroz,203.17,3872.68
2010,BA,Peixoto,Trigo,257.21,871.15
2016,MT,Melo de Carvalho,Feijão,883.04,3806.77
2010,RS,Fogaça,Arroz,706.32,2337.22
2006,GO,Caldeira,Algodão,262.65,1493.35
2010,MG,Souza,Café,543.35,444.58
2012,BA,Teixeira,Cana-de-açúcar,421.75,1203.12
2018,MG,Nunes,Algodão,851.11,3946.24
2005,GO,Melo,Arroz,44.6,3467.08
2001,MT,Azevedo,Algodão,377.8,1159.09
2013,BA,da Rocha,Feijão,139.31,3488.13
2015,MG,da Rocha,Algodão,882.85,1447.76
2006,MT,Azevedo,Algodão,48.09,4599.32
2000,SP,Silva,Trigo,553.82,4043.95
2001,MS,Nunes,Feijão,689.75,
2008,MG,Moreira,Arroz,381.74,4820.75
2022,BA,Fernandes,Trigo,86.41,1121.13
2017,SC,Moraes Verde,Feijão,94.75,3743.46
2020,SC,da Costa,Cana-de-açúcar,420.86,2114.62
2019,BA,Barbosa Grande,Milho,72.14,1529.29
2017,BA,da Costa da Prata,Café,495.69,4203.11
2017,PA,Rocha,Arroz,,329.0
2009,MT,Melo de Carvalho,Feijão,211.76,1211.85
2007,PR,Caldeira,Feijão,115.31,1943.52
2020,MS,Souza,Café,400.88,3361.54
2007,MT,Gonçalves,Milho,437.07,4516.61
2001,MG,Silva,Cana-de-açúcar,798.56,2487.2
2017,PR,Silveira de Minas,Café,204.05,883.04
2010,MT,Caldeira,Café,269.68,1928.59
2010,MT,Silva,Arroz,730.64,2897.59
2018,PR,da Conceição,Algodão,334.64,4793.93
2010,MT,Correia,Soja,960.84,803.79
2009,RS,Gonçalves,Milho,225.33,2045.32
2007,RS,Araújo de Rezende,Milho,369.04,3898.02
2014,MS,Rocha,Arroz,810.67,3205.75
2007,GO,Correia,Soja,16.08,4595.96
2018,BA,da Mata do Oeste,Milho,320.14,3983.65
2000,SP,Dias,Feijão,745.61,1050.28
2022,MS,Silva,Soja,557.31,1004.56
2019,MG,Almeida do Galho,Café,775.92,3806.84
2002,MG,Barbosa Grande,Milho,764.46,3018.27
2020,MT,da Paz,Algodão,742.87,1604.61
2011,RS,Melo,Trigo,658.67,1411.42
2015,MS,Aragão das Pedras,Algodão,243.12,794.73
2021,GO,da Luz,Soja,447.56,35.11
2015,PA,Peixoto,Feijão,573.53,3713.57
2016,GO,Dias,Algodão,823.38,3705.57
2015,PA,Cardoso de Minas,Soja,899.78,2764.08
2008,PA,Cardoso,Café,559.28,3440.05
2021,MG,Almeida,Algodão,656.98,494.47
2018,MG,Pires da Mata,Milho,421.76,2081.22
2000,GO,Oliveira Paulista,Algodão,851.83,3159.44
2017,MS,Silva,Soja,833.43,4978.65
2005,SP,Pires da Mata,Algodão,393.72,2879.4
2005,GO,Silveira de Minas,Trigo,750.79,1092.27
2011,MT,Teixeira,Arroz,134.83,3868.3
2002,SP,Vieira,Algodão,552.6,4439.33
2010,MG,Rocha,Café,614.77,2944.3
2005,GO,Gomes das Flores,Café,203.56,3903.11
2013,MG,Novaes,Cana-de-açúcar,835.73,4758.49
2017,SP,da Mata da Mata,Milho,400.87,
2015,SC,Fernandes,Arroz,269.55,1982.06
2023,RS,Teixeira,Cana-de-açúcar,857.24,2878.18
2012,SC,Azevedo,Feijão,525.01,4185.3
2000,MT,Fogaça,Milho,492.89,1683.66
2005,SC,Barbosa Grande,Soja,366.47,3685.3
2013,RS,Moraes Verde,Cana-de-açúcar,657.14,3035.29
2016,SP,Almeida do Galho,Soja,471.2,144.67
2012,SC,Rocha,Arroz,498.63,4449.35
2012,MG,Caldeira,Algodão,181.35,1337.24
2008,BA,Teixeira,Cana-de-açúcar,436.12,4122.48
2005,PR,Silveira de Minas,Algodão,418.28,2215.47
2005,SC,Gomes das Flores,Milho,284.75,1019.79
2004,MS,Cardoso,Cana-de-açúcar,884.17,2761.59
2020,SC,Correia,Feijão,110.92,2911.27
2013,PA,Gonçalves,Arroz,148.98,2136.19
2013,RS,Almeida,Milho,574.03,1651.92
2003,MT,Silva,Cana-de-açúcar,296.5,257.57
2001,MT,Nunes,Feijão,622.76,904.27
2001,MG,Melo,Arroz,387.48,623.95
2016,MT,Azevedo do Amparo,Feijão,319.87,2669.87
2009,MS,Cardoso,Trigo,970.56,3383.33
2013,SC,Caldeira,Soja,217.39,4480.74
2018,SC,da Mata do Oeste,Arroz,780.11,625.46
2016,PA,da Costa da Prata,Soja,479.26,4909.82
2021,MT,Vieira,Milho,938.16,4367.55
2010,MG,Oliveira Paulista,Milho,277.25,1837.77
2006,SP,Moraes Verde,Soja,871.36,3350.96
2008,MS,Azevedo do Amparo,Café,107.04,4836.97
2013,BA,da Mata do Oeste,Trigo,951.5,2770.47
2022,PA,da Mata da Mata,Milho,900.52,2983.6
2003,RS,Freitas da Praia,Soja,802.88,2463.72
2013,BA,Freitas,Soja,131.37,4864.95
2019,MS,Oliveira Paulista,Soja,563.17,718.01
2023,GO,Almeida do Galho,Soja,655.18,2142.42
2019,MS,Fogaça,Algodão,,
2016,GO,Araújo de Rezende,Café,955.9,2023.97
2018,MG,Rocha,Algodão,569.21,1852.77
2016,MS,Nunes,Algodão,258.73,3578.63
2013,PR,Vieira,Milho,752.52,
2012,SP,Freitas,Arroz,208.96,3246.99
2013,PA,Pires da Mata,Algodão,351.39,2783.76
2015,MS,da Mata da Mata,Cana-de-açúcar,705.87,580.35
2020,PA,Oliveira Paulista,Trigo,697.44,2837.22
2014,SC,das Neves,Trigo,284.86,4506.63
2018,SP,Peixoto,Arroz,,2548.52
2021,MS,Fernandes,Feijão,,3074.08
2010,GO,Fogaça,Milho,309.8,356.31
2011,GO,Vieira,Arroz,884.98,4510.62
2010,MG,Teixeira,Trigo,472.13,305.39
2022,SC,Teixeira,Trigo,716.43,3487.47
2004,PR,Melo de Carvalho,Milho,578.89,1767.19
2007,SC,Freitas da Praia,Arroz,933.77,2386.9
2005,GO,da Costa da Prata,Algodão,87.2,223.37
2015,BA,Souza,Milho,937.02,3938.32
2011,GO,da Costa,Trigo,725.45,1958.7
2005,PR,Novaes,Soja,210.34,1587.12
2012,MG,da Luz,Algodão,,180.69
2006,GO,Aragão das Flores,Trigo,163.5,2390.52
2007,MG,Melo de Carvalho,Cana-de-açúcar,540.95,2479.9
2011,BA,da Luz,Arroz,711.78,4269.0
2001,MG,da Conceição,Café,200.25,1695.69
2022,PA,Alves de Ribeiro,Algodão,,4848.53
2008,SP,Fogaça,Cana-de-açúcar,704.14,2259.57
2012,RS,das Neves,Café,903.51,4412.06
2016,RS,Vieira,Arroz,322.34,1244.06
2012,PA,Gomes das Flores,Milho,531.86,2139.74
2015,GO,Rocha,Milho,901.41,945.63
2000,MS,Fogaça,Arroz,560.93,4615.61
2006,SP,Fogaça,Milho,177.94,4013.03
2012,SC,Oliveira Paulista,Cana-de-açúcar,484.56,2845.2
2013,BA,da Conceição,Milho,234.28,1138.81
2020,MT,Gonçalves,Soja,63.03,3785.95
2016,BA,Freitas,Milho,395.24,3172.78
2015,BA,Novaes,Soja,891.45,1385.88
2014,BA,Cardoso de Minas,Trigo,322.75,1158.69
2016,PR,Souza,Cana-de-açúcar,,2601.93
2001,GO,Azevedo,Café,593.72,1157.13
2011,BA,Peixoto,Soja,519.84,3665.15
2002,MG,da Rocha,Milho,350.87,639.47
2008,GO,Melo de Carvalho,Trigo,582.54,3704.03
2005,MG,Gonçalves,Milho,160.43,3195.64
2005,BA,Aragão das Flores,Cana-de-açúcar,,2391.13
2006,SP,Melo de Carvalho,Algodão,371.66,1260.65
2007,SC,da Rocha,Arroz,323.79,1840.3
2002,MG,Melo de Carvalho,Soja,537.74,3407.64
2023,GO,Fogaça,Feijão,717.06,2889.69
2014,MG,da Costa da Prata,Soja,877.36,4776.08
2021,PA,da Mata do Oeste,Milho,590.51,610.75
2005,GO,Moraes Verde,Feijão,338.28,4795.19
2010,MT,Teixeira,Feijão,382.86,1468.3
2002,PR,Rocha,Arroz,826.78,2600.39
2015,RS,Fernandes,Soja,563.08,4090.06
2005,MG,Oliveira Paulista,Milho,,675.8
2010,GO,da Paz,Feijão,384.35,268.68
2007,SP,da Paz,Arroz,710.92,3939.93
2022,PR,Gonçalves,Milho,509.48,4452.76
2009,PR,Caldeira,Cana-de-açúcar,508.94,4671.57
2009,MT,da Costa,Feijão,486.62,2390.16
2022,SP,Alves de Ribeiro,Trigo,272.21,2618.87
2002,RS,Teixeira,Cana-de-açúcar,155.77,3913.61
2013,MG,Teixeira,Soja,198.88,189.69
2018,GO,da Luz,Soja,213.34,3327.86
2020,MT,Almeida do Galho,Café,77.93,4805.84
2020,SP,Silva,Soja,937.39,
2008,SP,Rocha,Soja,415.29,2174.5
2012,MG,da Costa da Prata,Arroz,204.38,1870.76
2008,MG,Caldeira,Soja,953.36,4194.37
2020,PR,Teixeira,Arroz,15.53,2851.36
2011,PR,Fernandes,Soja,978.23,1748.56
2013,MT,Alves de Ribeiro,Cana-de-açúcar,665.23,4015.0
2004,SC,Almeida,Trigo,546.58,14.76
2005,PR,Viana do Amparo,Milho,709.34,2870.86
2012,MS,Correia,Arroz,284.59,2880.68
2012,BA,Almeida,Milho,70.88,4751.25
2023,MG,Aragão das Flores,Café,130.36,1246.47
2005,GO,Silva,Milho,461.51,3674.16
2013,PA,Rocha,Soja,346.98,3927.8
2010,MT,Teixeira,Soja,552.04,1439.44
2012,PR,Freitas,Cana-de-açúcar,903.23,
2011,RS,Moreira,Milho,664.6,2810.28
2015,MG,Cardoso,Trigo,763.49,2529.49
2005,MT,Caldeira,Cana-de-açúcar,973.65,748.37
2008,PA,Vieira,Trigo,952.41,533.67
2016,MS,Barbosa Grande,Feijão,311.75,3236.98
2019,PA,Silva,Arroz,242.38,3503.72
2015,PA,Araújo de Rezende,Milho,699.35,4776.86
2011,MG,Caldeira,Trigo,393.7,996.17
2017,PA,Teixeira,Feijão,623.08,344.61
2008,MS,Cardoso de Minas,Milho,133.3,1145.56
2002,PA,das Neves,Feijão,361.76,3386.16
2009,PR,da Paz,Feijão,785.35,377.89
2010,SC,Viana do Amparo,Algodão,295.17,761.76
2001,SC,Fogaça,Café,112.82,2204.99
2007,BA,Araújo de Rezende,Arroz,520.51,4315.42
2019,SP,Teixeira,Milho,721.46,4819.34
2010,SP,Melo,Algodão,73.62,4383.58
2017,SC,Moraes Verde,Arroz,58.83,3634.82
2019,SC,Azevedo do Amparo,Café,831.68,1983.04
2006,MG,Nunes,Arroz,821.69,
2013,MS,Freitas,Algodão,161.96,549.72
2006,SP,Aragão das Flores,Feijão,202.46,2987.17
2000,GO,Aragão das Flores,Arroz,238.46,3188.52
2011,SP,Teixeira,Trigo,737.15,3370.31
2000,MT,Azevedo,Milho,,323.61
2002,BA,Rocha,Trigo,945.17,4078.92
2001,MT,Teixeira,Soja,12.23,2925.73
2002,PA,Melo de Carvalho,Feijão,470.25,3742.68
2003,GO,Cardoso de Minas,Algodão,950.51,165.55
2013,GO,Fogaça,Feijão,,861.35
2022,MT,da Costa,Milho,181.8,139.23
2017,MS,Dias,Arroz,438.56,301.07
2022,MT,da Mata da Mata,Café,163.66,2731.8
2004,SC,da Paz,Café,730.62,4321.35
2014,RS,da Rocha,Cana-de-açúcar,984.41,3885.72
2015,MS,Vieira,Trigo,392.91,2358.21
2007,MT,Novaes,Trigo,917.5,3844.21
2023,BA,da Rocha,Feijão,585.37,3639.61
2020,SP,da Mata da Mata,Milho,790.3,2967.16
2007,RS,Almeida do Galho,Algodão,894.28,4419.65
2006,MG,Freitas,Cana-de-açúcar,400.2,3245.28
2005,GO,Fernandes,Soja,888.22,
2006,MT,Azevedo,Milho,536.49,2734.47
2022,PA,Araújo de Rezende,Feijão,504.45,4222.04
2018,GO,Gomes das Flores,Café,509.44,1617.36
2021,PA,da Paz,Cana-de-açúcar,117.16,3826.39
2021,GO,Aragão das Flores,Milho,115.87,1417.5
2000,SC,Moraes Verde,Café,97.81,1936.99
2012,MS,Vieira,Café,673.44,4760.7
2006,SP,Cardoso,Café,685.78,4278.41
2000,SC,da Mata do Oeste,Trigo,65.63,2787.22
2009,MT,Azevedo,Algodão,96.31,894.55
2012,MT,da Rocha,Arroz,968.83,2112.25
2003,PA,Gonçalves,Trigo,370.98,1294.2
2006,MS,Azevedo,Arroz,860.36,3778.57
2005,SP,Correia,Arroz,61.97,598.58
2005,MT,da Mata da Mata,Soja,490.84,3678.58
2020,BA,Silva,Café,950.33,4098.26
2010,RS,Barbosa Grande,Algodão,728.66,2700.15
2022,GO,da Conceição,Milho,430.84,4791.16
2008,SP,Monteiro dos Dourados,Feijão,567.59,2124.74
2021,SP,Nunes,Soja,92.9,3218.46
2006,PA,Moreira,Feijão,795.36,3317.05
2008,SP,da Costa,Trigo,712.06,149.1
2022,RS,da Luz,Algodão,683.15,4570.43
2005,GO,Cardoso de Minas,Algodão,870.37,2036.07
2018,SP,Souza,Café,,4296.86
2013,BA,da Luz,Algodão,996.71,
2000,MT,Gonçalves,Feijão,717.51,
2015,MT,Melo de Carvalho,Trigo,500.59,4450.1
2008,PR,Silveira de Minas,Cana-de-açúcar,651.46,2710.41
2022,SC,Alves de Ribeiro,Milho,745.29,4883.2
2014,SP,Teixeira,Arroz,439.72,3036.07
2018,MG,Vieira,Algodão,674.61,4891.42
2009,SC,Barbosa Grande,Café,276.6,3710.22
2015,PA,Oliveira Paulista,Trigo,168.97,2741.97
2002,MS,Vieira,Feijão,969.05,1868.2
2018,PR,da Rocha,Feijão,339.79,
2012,MG,Novaes,Milho,154.8,1351.7
2013,MG,Silva,Café,303.13,3330.4
2006,PA,Azevedo do Amparo,Trigo,338.86,470.33
2001,PR,da Mata do Oeste,Algodão,275.75,1572.35
2013,SP,da Rocha,Cana-de-açúcar,244.99,908.04
2022,PR,da Paz,Cana-de-açúcar,210.45,
2022,RS,Teixeira,Cana-de-açúcar,177.31,963.18
2016,RS,Fogaça,Feijão,72.88,4600.0
2012,RS,Aragão das Pedras,Cana-de-açúcar,163.03,1157.08
2001,MG,Correia,Feijão,15.74,4519.95
2004,GO,Gomes das Flores,Arroz,867.35,1683.88
2003,SC,da Luz,Milho,788.07,4086.18
2002,GO,Silva,Feijão,289.36,3906.68
2013,RS,Freitas,Cana-de-açúcar,14.03,663.0
2010,MS,Aragão das Pedras,Feijão,509.21,
2007,MG,da Conceição,Milho,505.19,3670.89
2022,SC,Rocha,Trigo,397.57,2478.79
2008,MS,Peixoto,Milho,174.45,1537.9
2015,SP,Araújo de Rezende,Café,427.77,2282.03
2002,MS,Alves de Ribeiro,Feijão,101.71,1817.93
2009,PA,Moreira,Milho,379.76,3868.71
2000,GO,Silva,Trigo,656.08,465.75
2008,GO,Azevedo do Amparo,Arroz,230.68,4689.01
2015,PR,Cardoso de Minas,Algodão,806.94,4118.97
2008,RS,Vieira,Milho,82.69,1208.72
2011,BA,Azevedo,Trigo,229.8,3889.2
2000,MG,Azevedo do Amparo,Café,515.3,
2015,RS,Teixeira,Arroz,530.65,4285.79
2007,MS,Pires da Mata,Café,393.79,2350.88
2013,PR,Cardoso de Minas,Feijão,110.5,957.72
2013,SC,da Costa da Prata,Trigo,78.59,1527.74
2009,BA,Caldeira,Feijão,269.52,83.64
2000,MT,Correia,Trigo,44.05,2097.15
2005,RS,da Rocha,Milho,255.42,433.31
2008,MS,Nunes,Café,471.71,3525.08
2018,MT,da Paz,Arroz,115.22,1346.4
2021,MS,Silva,Cana-de-açúcar,738.02,4426.25
2015,SC,da Paz,Arroz,99.58,3787.44
2018,GO,da Costa da Prata,Milho,168.96,2177.94
2010,BA,Peixoto,Soja,911.0,3652.09
2020,SP,Araújo de Rezende,Arroz,132.1,4685.15
2010,RS,Melo,Soja,937.17,319.76
2013,BA,Peixoto,Trigo,910.02,4885.93
2006,MT,Silva,Milho,746.22,3774.65
2011,RS,da Luz,Algodão,746.94,
